,Payload,CruiseSpeed,FleetSize,PayloadFraction,FuelTankFraction,FinenessRatio,CylinderFraction,UsefulPayload,FuelCapacity,AirshipVolume_ft,Diameter,Length,Footprint,RequiredHorsepower,Boat Job Loss,Crop Loss,Income,Forest Loss,Time Savings
73,11.888888889,54.545454545,3.0,0.3,0.1,3.0,0.0,10.700000000100001,1.1888888889,1390513.3203508775,30.31232288374095,90.93696865122286,2756.510755824496,111.18596010973266,-1.0,-655.1488498432935,3032.1618314069456,-377316.12099790573,7535.241199999369
74,45.545454545,37.575757576,3.0,0.3,0.1,3.0,0.0,40.9909090905,4.5545454545,5326953.747953217,47.43007475737644,142.2902242721293,6748.835974470952,88.99521825252879,-9.0,-658.4658498432935,7423.719571918048,-421886.65396602405,8717.007
75,31.191919192,36.868686869,3.0,0.3,0.1,3.0,0.0,28.0727272728,3.1191919192000004,3648177.6832748544,41.807368070625586,125.42210421187676,5243.568074978291,65.31523349776441,-6.0,-658.2208498432935,5767.924882476121,-380966.1744733951,8640.478154545439
76,19.808080808,22.727272727,3.0,0.3,0.1,3.0,0.0,17.8272727272,1.9808080808000001,2316734.5974269006,35.93516102715004,107.80548308145012,3874.007394141609,11.3036051694732,-5.0,-642.6518498432936,4261.40813355577,-334531.397925484,7456.877672727279
77,41.585858586,70.101010101,3.0,0.3,0.1,3.0,0.0,37.4272727274,4.1585858586,4863843.109473686,46.01372081061705,138.04116243185115,6351.787508512238,543.85528344061,-9.0,-658.4658498432935,6986.966259363462,-734145.6361304391,8726.374472727259
78,8.4242424242,73.636363636,3.0,0.3,0.1,3.0,0.0,7.581818181779999,0.8424242424199999,985291.5116023393,27.023965696637397,81.0718970899122,2190.8841659191044,217.4257522441193,-3.0,-656.8758498432935,2409.972582511015,-415206.2412232179,7963.4577000003355
79,8.9191919192,24.141414141,3.0,0.3,0.1,3.0,0.0,8.02727272728,0.89191919192,1043180.3414269006,27.54317270301311,82.62951810903932,2275.8790876440194,7.958878371482013,-1.0,-609.8118498432935,2503.4669964084214,-334024.2454035296,5207.596463636279
80,11.393939394,68.686868687,3.0,0.3,0.1,3.0,0.0,10.2545454546,1.1393939394,1332624.490526316,29.885699864838614,89.65709959451584,2679.4651692336442,215.81609685125517,-5.0,-656.8758498432935,2947.4116861570087,-411955.5064316294,8338.749190908718
81,6.9393939394,51.01010101,3.0,0.3,0.1,3.0,0.0,6.24545454546,0.69393939394,811625.0221520469,25.332573404763036,75.9977202142891,1925.2178259231223,63.51305286127371,-4.0,-656.8758498432935,2117.7396085154346,-348994.2075333232,7379.216945454473
82,10.898989899,31.212121212,3.0,0.3,0.1,3.0,0.0,9.8090909091,1.0898989899,1274735.6607017547,29.446535948282918,88.33960784484876,2601.2954380605547,19.65957374590167,-1.0,-611.1128498432936,2861.4249818666103,-339836.98632991733,6140.788254545359
83,44.060606061,64.444444444,3.0,0.3,0.1,3.0,0.0,39.6545454549,4.4060606061000005,5153287.258596492,46.908939838003135,140.7268195140094,6601.345910176193,439.1405143923819,-10.0,-658.4658498432935,7261.480501193812,-552029.449669349,8727.502999999999
84,28.717171717,32.626262626,3.0,0.3,0.1,3.0,0.0,25.8454545453,2.8717171717000003,3358733.5341520477,40.67110924366448,122.01332773099344,4962.417381330271,42.836091349784944,-5.0,-657.1863043885935,5458.659119463299,-363624.56270038895,8604.192018181879
85,48.515151515,58.080808081,3.0,0.3,0.1,3.0,0.0,43.6636363635,4.8515151515,5674286.726900585,48.43930756075975,145.31792268227926,7039.09955089763,342.7911658592647,-10.0,-658.4658498432935,7743.009505987394,-532145.8259449806,8727.502999999999
86,17.333333333,57.373737374,3.0,0.3,0.1,3.0,0.0,15.5999999997,1.7333333333,2027290.4483040934,34.371579649236175,103.11473894770853,3544.2164627513594,166.3696969075563,-7.0,-637.8218498402936,3898.6381090264954,-402261.09777007345,8467.326300000808
87,34.161616162,40.404040404,3.0,0.3,0.1,3.0,0.0,30.7454545458,3.4161616162,3995510.662222223,43.0941446576661,129.2824339729983,5571.315911327554,91.33699912415243,-8.0,-657.7387589348936,6128.44750246031,-400310.79121722374,8696.669272727098
88,20.797979798,13.535353535,3.0,0.3,0.1,3.0,0.0,18.7181818182,2.0797979798,2432512.257076024,36.52407110629424,109.57221331888272,4002.023310532913,2.466624204009527,-4.0,-647.3488498432936,4402.225641586205,-370738.6313783685,2182.6161
89,37.131313131,35.454545455,3.0,0.3,0.1,3.0,0.0,33.4181818179,3.7131313131,4342843.641052632,44.30834870892902,132.92504612678704,5889.689295936155,65.24131616531238,-9.0,-658.4658498432935,6478.658225529771,-392285.8183769975,8714.9327
90,26.242424242,20.606060606,3.0,0.3,0.1,3.0,0.0,23.6181818178,2.6242424242,3069289.3850292396,39.467545015124735,118.40263504537421,4673.061328562692,10.162509455896036,-5.0,-611.6548498432935,5140.367461418962,-360905.2505098069,5845.096799999999
91,3.4747474747,43.939393939,3.0,0.3,0.1,3.0,0.0,3.12727272723,0.34747474747,406403.2134152047,20.116227796020596,60.34868338806179,1213.987862224175,25.597119453884286,-2.0,-656.4048498432935,1335.3866484465925,-337948.9178085211,4669.885554547137
92,31.686868687,65.858585859,3.0,0.3,0.1,3.0,0.0,28.5181818183,3.1686868687,3706066.5130994157,42.0273400178632,126.08202005358962,5298.891926931257,376.21562519131754,-6.0,-658.2208498432935,5828.781119624384,-499044.58880160237,8650.609063636339
93,40.101010101,26.262626263,3.0,0.3,0.1,3.0,0.0,36.0909090909,4.0101010101000005,4690176.62,45.45942096676068,136.37826290028204,6199.676863899482,27.91245768616742,-5.0,-653.1248498432935,6819.64455028943,-376553.1690055607,8450.1973
94,43.070707071,53.838383838,3.0,0.3,0.1,3.0,0.0,38.7636363639,4.3070707071,5037509.5989473695,46.55497839183465,139.66493517550396,6502.098039192574,252.19944142550457,-10.0,-658.4658498432935,7152.307843111832,-486881.32395036006,8727.502999999999
95,35.151515152,46.767676768,3.0,0.3,0.1,3.0,0.0,31.636363636800002,3.5151515152000004,4111288.3218713454,43.50643308510126,130.51929925530376,5678.42915936518,144.3710665857483,-8.0,-658.4658498432935,6246.272075301698,-426226.46311889635,8703.703690908958
96,41.090909091,60.909090909,3.0,0.3,0.1,3.0,0.0,36.9818181819,4.1090909091,4805954.279649124,45.830441976690985,137.49132593007295,6301.288235336517,353.9079038368751,-9.0,-658.4658498432935,6931.417058870169,-517217.0798156494,8725.300736363619
97,22.282828283,55.252525253,3.0,0.3,0.1,3.0,0.0,20.0545454547,2.2282828283000002,2606178.746549708,37.37336767540823,112.1201030262247,4190.305834203747,175.67771755582697,-5.0,-652.8748498432935,4609.336417624122,-410264.95510712964,8404.699036363249
98,17.828282828,15.656565657,3.0,0.3,0.1,3.0,0.0,16.0454545452,1.7828282828,2085179.2781286554,34.695671771526456,104.08701531457936,3611.368919032493,3.4448945327761287,-5.0,-647.3488498432936,3972.505810935743,-359394.12070338894,3524.5880000000006
99,10.404040404,43.232323232,3.0,0.3,0.1,3.0,0.0,9.3636363636,1.0404040404000001,1216846.8308771932,28.9938667716596,86.9816003149788,2521.93293111824,50.64934337011081,-3.0,-611.6313043884935,2774.126224230064,-351576.9297522083,7551.377554545799
